"Area","Item","Element","Unit","Year","Year_Value","Flag"
"United States of America","Apricots","Yield","hg/ha","1998",124239,"Fc"
"United States of America","Apricots","Yield","hg/ha","1999",99539,"Fc"
"United States of America","Apricots","Yield","hg/ha","2000",106579,"Fc"
"United States of America","Apricots","Yield","hg/ha","2001",95477,"Fc"
"United States of America","Apricots","Yield","hg/ha","2002",116406,"Fc"
"United States of America","Apricots","Yield","hg/ha","2003",132242,"Fc"
"United States of America","Apricots","Yield","hg/ha","2004",152752,"Fc"
"United States of America","Apricots","Yield","hg/ha","2005",131308,"Fc"
"United States of America","Apricots","Yield","hg/ha","2006",76408,"Fc"
"United States of America","Apricots","Yield","hg/ha","2007",156767,"Fc"
"United States of America","Apricots","Yield","hg/ha","2008",146953,"Fc"
"United States of America","Apricots","Yield","hg/ha","2009",124732,"Fc"
"United States of America","Apricots","Yield","hg/ha","2010",122471,"Fc"
"United States of America","Apricots","Yield","hg/ha","2011",126072,"Fc"
"United States of America","Apricots","Yield","hg/ha","2012",120089,"Fc"
"United States of America","Apricots","Yield","hg/ha","2013",126099,"Fc"
"United States of America","Apricots","Yield","hg/ha","2014",134508,"Fc"
"United States of America","Apricots","Yield","hg/ha","2015",97072,"Fc"
"United States of America","Apricots","Yield","hg/ha","2016",130584,"Fc"
"United States of America","Apricots","Yield","hg/ha","2017",90613,"Fc"
"United States of America","Apricots","Yield","hg/ha","2018",83636,"Fc"
"United States of America","Apricots","Production","tonnes","1961",172183,NA
"United States of America","Apricots","Production","tonnes","1962",150319,NA
"United States of America","Apricots","Production","tonnes","1963",180075,NA
"United States of America","Apricots","Production","tonnes","1964",199670,NA
"United States of America","Apricots","Production","tonnes","1965",205023,NA
"United States of America","Apricots","Production","tonnes","1966",175539,NA
"United States of America","Apricots","Production","tonnes","1967",133832,NA
"United States of America","Apricots","Production","tonnes","1968",135424,NA
"United States of America","Apricots","Production","tonnes","1969",207381,NA
"United States of America","Apricots","Production","tonnes","1970",158757,NA
"United States of America","Apricots","Production","tonnes","1971",169144,NA
"United States of America","Apricots","Production","tonnes","1972",115760,NA
"United States of America","Apricots","Production","tonnes","1973",143244,NA
"United States of America","Apricots","Production","tonnes","1974",84867,NA
"United States of America","Apricots","Production","tonnes","1975",165651,NA
"United States of America","Apricots","Production","tonnes","1976",140250,NA
"United States of America","Apricots","Production","tonnes","1977",133718,NA
"United States of America","Apricots","Production","tonnes","1978",114490,NA
"United States of America","Apricots","Production","tonnes","1979",130820,NA
"United States of America","Apricots","Production","tonnes","1980",117030,NA
"United States of America","Apricots","Production","tonnes","1981",81100,NA
"United States of America","Apricots","Production","tonnes","1982",107230,NA
"United States of America","Apricots","Production","tonnes","1983",84370,NA
"United States of America","Apricots","Production","tonnes","1984",115390,NA
"United States of America","Apricots","Production","tonnes","1985",118840,NA
"United States of America","Apricots","Production","tonnes","1986",49600,NA
"United States of America","Apricots","Production","tonnes","1987",103800,NA
"United States of America","Apricots","Production","tonnes","1988",92500,NA
"United States of America","Apricots","Production","tonnes","1989",109000,NA
"United States of America","Apricots","Production","tonnes","1990",111085,NA
"United States of America","Apricots","Production","tonnes","1991",86908,NA
"United States of America","Apricots","Production","tonnes","1992",96524,NA
"United States of America","Apricots","Production","tonnes","1993",88314,NA
"United States of America","Apricots","Production","tonnes","1994",138980,NA
"United States of America","Apricots","Production","tonnes","1995",54884,NA
"United States of America","Apricots","Production","tonnes","1996",71939,NA
"United States of America","Apricots","Production","tonnes","1997",126307,NA
"United States of America","Apricots","Production","tonnes","1998",107492,NA
"United States of America","Apricots","Production","tonnes","1999",82100,NA
"United States of America","Apricots","Production","tonnes","2000",87906,NA
"United States of America","Apricots","Production","tonnes","2001",74806,NA
"United States of America","Apricots","Production","tonnes","2002",81682,NA
"United States of America","Apricots","Production","tonnes","2003",88523,NA
"United States of America","Apricots","Production","tonnes","2004",91743,NA
"United States of America","Apricots","Production","tonnes","2005",74071,NA
"United States of America","Apricots","Production","tonnes","2006",40351,NA
"United States of America","Apricots","Production","tonnes","2007",80249,NA
"United States of America","Apricots","Production","tonnes","2008",74035,NA
"United States of America","Apricots","Production","tonnes","2009",62341,NA
"United States of America","Apricots","Production","tonnes","2010",60219,NA
"United States of America","Apricots","Production","tonnes","2011",60464,NA
"United States of America","Apricots","Production","tonnes","2012",55157,NA
"United States of America","Apricots","Production","tonnes","2013",55370,NA
"United States of America","Apricots","Production","tonnes","2014",58901,NA
"United States of America","Apricots","Production","tonnes","2015",37790,NA
"United States of America","Apricots","Production","tonnes","2016",58110,NA
"United States of America","Apricots","Production","tonnes","2017",41410,NA
"United States of America","Apricots","Production","tonnes","2018",35880,NA
"United States of America","Artichokes","Area harvested","ha","1961",3440,NA
"United States of America","Artichokes","Area harvested","ha","1962",3237,NA
"United States of America","Artichokes","Area harvested","ha","1963",3237,NA
"United States of America","Artichokes","Area harvested","ha","1964",3521,NA
"United States of America","Artichokes","Area harvested","ha","1965",3723,NA
"United States of America","Artichokes","Area harvested","ha","1966",3602,NA
"United States of America","Artichokes","Area harvested","ha","1967",3885,NA
"United States of America","Artichokes","Area harvested","ha","1968",3885,NA
"United States of America","Artichokes","Area harvested","ha","1969",4087,NA
"United States of America","Artichokes","Area harvested","ha","1970",4451,NA
"United States of America","Artichokes","Area harvested","ha","1971",4451,NA
"United States of America","Artichokes","Area harvested","ha","1972",4492,NA
"United States of America","Artichokes","Area harvested","ha","1973",4856,NA
"United States of America","Artichokes","Area harvested","ha","1974",4371,NA
"United States of America","Artichokes","Area harvested","ha","1975",4128,NA
"United States of America","Artichokes","Area harvested","ha","1976",4290,NA
"United States of America","Artichokes","Area harvested","ha","1977",4371,NA
"United States of America","Artichokes","Area harvested","ha","1978",4006,NA
"United States of America","Artichokes","Area harvested","ha","1979",3925,NA
"United States of America","Artichokes","Area harvested","ha","1980",3729,NA
"United States of America","Artichokes","Area harvested","ha","1981",3937,NA
"United States of America","Artichokes","Area harvested","ha","1982",4638,NA
"United States of America","Artichokes","Area harvested","ha","1983",4791,NA
"United States of America","Artichokes","Area harvested","ha","1984",5000,NA
"United States of America","Artichokes","Area harvested","ha","1985",4869,NA
"United States of America","Artichokes","Area harvested","ha","1986",5406,NA
"United States of America","Artichokes","Area harvested","ha","1987",4502,NA
"United States of America","Artichokes","Area harvested","ha","1988",4814,NA
"United States of America","Artichokes","Area harvested","ha","1989",4616,NA
"United States of America","Artichokes","Area harvested","ha","1990",4015,NA
"United States of America","Artichokes","Area harvested","ha","1991",3966,NA
"United States of America","Artichokes","Area harvested","ha","1992",3885,NA
"United States of America","Artichokes","Area harvested","ha","1993",3720,NA
"United States of America","Artichokes","Area harvested","ha","1994",3720,NA
"United States of America","Artichokes","Area harvested","ha","1995",3602,NA
"United States of America","Artichokes","Area harvested","ha","1996",3602,NA
"United States of America","Artichokes","Area harvested","ha","1997",3764,NA
"United States of America","Artichokes","Area harvested","ha","1998",3930,NA
"United States of America","Artichokes","Area harvested","ha","1999",3970,NA
"United States of America","Artichokes","Area harvested","ha","2000",3560,NA
"United States of America","Artichokes","Area harvested","ha","2001",3240,NA
"United States of America","Artichokes","Area harvested","ha","2002",3320,NA
"United States of America","Artichokes","Area harvested","ha","2003",2910,NA
"United States of America","Artichokes","Area harvested","ha","2004",3040,NA
"United States of America","Artichokes","Area harvested","ha","2005",3200,NA
"United States of America","Artichokes","Area harvested","ha","2006",3520,NA
"United States of America","Artichokes","Area harvested","ha","2007",3890,NA
"United States of America","Artichokes","Area harvested","ha","2008",3560,NA
"United States of America","Artichokes","Area harvested","ha","2009",3480,NA
"United States of America","Artichokes","Area harvested","ha","2010",2910,NA
"United States of America","Artichokes","Area harvested","ha","2011",2995,NA
"United States of America","Artichokes","Area harvested","ha","2012",2950,NA
"United States of America","Artichokes","Area harvested","ha","2013",2870,NA
