"Area","Item","Year","Area harvested","Yield","Production"
"United States of America","Berries nes","1963",2210,57756,12764
"United States of America","Berries nes","1964",2320,65009,15082
"United States of America","Berries nes","1965",2620,70298,18418
"United States of America","Berries nes","1966",2440,92496,22569
"United States of America","Berries nes","1967",2930,67154,19676
"United States of America","Berries nes","1968",2840,64866,18422
"United States of America","Berries nes","1969",2770,68365,18937
"United States of America","Berries nes","1970",2700,75404,20359
"United States of America","Berries nes","1971",2530,64893,16418
"United States of America","Berries nes","1972",2390,64356,15381
"United States of America","Berries nes","1973",1600,32231,5157
"United States of America","Berries nes","1974",2360,65335,15419
"United States of America","Berries nes","1975",1860,69355,12900
"United States of America","Berries nes","1976",1570,79268,12445
"United States of America","Berries nes","1977",1620,73333,11880
"United States of America","Berries nes","1978",1790,64972,11630
"United States of America","Berries nes","1979",1580,51728,8173
"United States of America","Berries nes","1980",2050,78307,16053
"United States of America","Berries nes","1981",1870,56310,10530
"United States of America","Berries nes","1982",1880,61543,11570
"United States of America","Berries nes","1983",1840,66266,12193
"United States of America","Berries nes","1984",1850,60632,11217
"United States of America","Berries nes","1985",1930,69461,13406
"United States of America","Berries nes","1986",1950,66456,12959
"United States of America","Berries nes","1987",2540,79272,20135
"United States of America","Berries nes","1988",2260,81726,18470
"United States of America","Berries nes","1989",2400,50917,12220
"United States of America","Berries nes","1990",2410,70747,17050
"United States of America","Berries nes","1991",1640,58598,9610
"United States of America","Berries nes","1992",2350,95745,22500
"United States of America","Berries nes","1993",2340,68632,16060
"United States of America","Berries nes","1994",2560,78320,20050
"United States of America","Berries nes","1995",2610,77146,20135
"United States of America","Berries nes","1996",2660,61992,16490
"United States of America","Berries nes","1997",2920,74247,21680
"United States of America","Berries nes","1998",2925,73094,21380
"United States of America","Berries nes","1999",3088,72856,22498
"United States of America","Berries nes","2000",3209,76896,24676
"United States of America","Berries nes","2001",3063,73157,22408
"United States of America","Berries nes","2002",3108,76474,23768
"United States of America","Berries nes","2003",3023,70523,21319
"United States of America","Berries nes","2004",2999,82281,24676
"United States of America","Berries nes","2005",3023,81628,24676
"United States of America","Berries nes","2006",3100,67894,21047
"United States of America","Berries nes","2007",3055,103339,31570
"United States of America","Berries nes","2008",3035,75624,22952
"United States of America","Berries nes","2009",3035,81901,24857
"United States of America","Berries nes","2010",3202,81098,25966
"United States of America","Berries nes","2011",3261,81317,26514
"United States of America","Berries nes","2012",3184,81469,25938
"United States of America","Berries nes","2013",3234,81872,26476
"United States of America","Berries nes","2014",3207,81690,26198
"United States of America","Berries nes","2015",3214,81741,26276
"United States of America","Berries nes","2016",3241,81390,26380
"United States of America","Berries nes","2017",3245,81658,26497
"United States of America","Berries nes","2018",2790,81926,22860
"United States of America","Blueberries","1961",223,61525,1372
"United States of America","Blueberries","1962",219,61507,1347
"United States of America","Blueberries","1963",247,78421,1937
"United States of America","Blueberries","1964",251,60558,1520
"United States of America","Blueberries","1965",254,66378,1686
"United States of America","Blueberries","1966",263,64639,1700
"United States of America","Blueberries","1967",263,64639,1700
"United States of America","Blueberries","1968",263,64639,1700
"United States of America","Blueberries","1969",13300,23920,31814
"United States of America","Blueberries","1970",13300,22602,30060
"United States of America","Blueberries","1971",17000,23310,39627
"United States of America","Blueberries","1972",14000,21960,30744
"United States of America","Blueberries","1973",18700,24048,44969
"United States of America","Blueberries","1974",16000,25272,40435
"United States of America","Blueberries","1975",14000,25083,35116
"United States of America","Blueberries","1976",16300,24951,40670
"United States of America","Blueberries","1977",10900,25070,27326
"United States of America","Blueberries","1978",14670,25442,37324
"United States of America","Blueberries","1979",14850,28213,41896
"United States of America","Blueberries","1980",14830,31275,46381
"United States of America","Blueberries","1981",15980,33210,53069
"United States of America","Blueberries","1982",19700,28020,55200
"United States of America","Blueberries","1983",21700,28093,60962
"United States of America","Blueberries","1984",21000,25931,54456
"United States of America","Blueberries","1985",22400,30040,67289
"United States of America","Blueberries","1986",22100,31112,68758
"United States of America","Blueberries","1987",22200,30114,66854
"United States of America","Blueberries","1988",21600,32013,69148
"United States of America","Blueberries","1989",22300,31411,70047
"United States of America","Blueberries","1990",26400,30280,79940
"United States of America","Blueberries","1991",24800,28177,69880
"United States of America","Blueberries","1992",13620,37665,51300
"United States of America","Blueberries","1993",14770,52288,77230
"United States of America","Blueberries","1994",15000,42520,63780
"United States of America","Blueberries","1995",15390,48083,74000
"United States of America","Blueberries","1996",15280,38436,58730
"United States of America","Blueberries","1997",15650,49272,77110
"United States of America","Blueberries","1998",15780,43916,69300
"United States of America","Blueberries","1999",16040,50474,80960
"United States of America","Blueberries","2000",16520,51253,84670
"United States of America","Blueberries","2001",16360,53454,87450
"United States of America","Blueberries","2002",16936,51417,87080
"United States of America","Blueberries","2003",17030,50511,86020
"United States of America","Blueberries","2004",18150,57218,103850
"United States of America","Blueberries","2005",19820,54627,108270
"United States of America","Blueberries","2006",22030,58488,128850
"United States of America","Blueberries","2007",21619,60266,130290
